iter	Logloss
660	0.0991733922
661	0.09905216109
662	0.09895240713
663	0.09893379016
664	0.09883258591
665	0.09870045176
666	0.09858848011
667	0.09850515738
668	0.09842481632
669	0.09834970534
670	0.09823564332
671	0.09813268812
672	0.09802534712
673	0.09789748792
674	0.09776399818
675	0.09766823594
676	0.09757997105
677	0.09747073947
678	0.09730193312
679	0.09720226185
680	0.09715096323
681	0.09706262153
682	0.09695083168
683	0.09690442477
684	0.09684648404
685	0.09676052278
686	0.09668671041
687	0.09653080902
688	0.09643793069
689	0.0963379904
690	0.0962175728
691	0.09604320563
692	0.09593380523
693	0.09583280188
694	0.0957117331
695	0.09564004495
696	0.09558302013
697	0.09546777428
698	0.09539535636
699	0.09530982873
700	0.09524412786
701	0.09514245307
702	0.09506373644
703	0.09493444018
704	0.09482174826
705	0.09470043409
706	0.09452209828
707	0.09442005359
708	0.094348538
709	0.09426973279
710	0.09415974146
711	0.09406700716
712	0.09397759915
713	0.09376826886
714	0.09368860719
715	0.0936360765
716	0.09354141184
717	0.09343343038
718	0.09335459377
719	0.09325279767
720	0.09317755485
721	0.09309962001
722	0.09296492581
723	0.09284142622
724	0.09277646734
725	0.09270052879
726	0.09264025266
727	0.09252289006
728	0.09241404582
729	0.09230324154
730	0.092182705
731	0.09209013218
732	0.09197871933
733	0.09185613123
734	0.09172600788
735	0.09164615657
736	0.0915912712
737	0.09143527224
738	0.09135812679
739	0.0912220958
740	0.09107509259
741	0.09103264197
742	0.09095855402
743	0.09088860464
744	0.09086948708
745	0.090808279
746	0.09074829026
747	0.09065475341
748	0.09049797976
749	0.09044893966
750	0.09035822461
751	0.09027168436
752	0.09014874245
753	0.09004252437
754	0.08997364981
755	0.08986450148
756	0.08978024166
757	0.08971467912
758	0.08959233378
759	0.08951916817
760	0.08940990531
761	0.0893406341
762	0.08924537586
763	0.08920016552
764	0.08910094519
765	0.08896971514
766	0.0888684588
767	0.08874531135
768	0.08864108013
769	0.08854274052
770	0.08846133401
771	0.08841422887
772	0.08836006176
773	0.08827358321
774	0.08820090888
775	0.08807865279
776	0.08800157925
777	0.08794722728
778	0.08787800051
779	0.08781605911
780	0.08761449172
781	0.08753575061
782	0.08746596619
783	0.08738856952
784	0.08733080777
785	0.08724904905
786	0.08718120767
787	0.08707704648
788	0.08689988256
789	0.08676962497
790	0.08665121333
791	0.08659920625
792	0.08652767786
793	0.08641476496
794	0.08633160187
795	0.08626097831
796	0.08614121004
797	0.08607397581
798	0.0859972944
799	0.08594116344
800	0.08587142984
801	0.08561776122
802	0.08556286833
803	0.08549976349
804	0.08544416385
805	0.08536413343
806	0.08529943079
807	0.08521063619
808	0.08513641364
809	0.08504123014
810	0.08496955962
811	0.08489231243
812	0.084844434
813	0.08477325752
814	0.08475439019
815	0.08466953295
816	0.084581773
817	0.08453017701
818	0.08444338102
819	0.08433791437
820	0.0842937991
821	0.08421900563
822	0.08413850823
823	0.08399716176
824	0.08392185547
825	0.08382443666
826	0.08377815946
827	0.08376350856
828	0.08368629546
829	0.08365645115
830	0.0835676637
831	0.0834732415
832	0.08342148808
833	0.08325591687
834	0.08318986544
835	0.083101401
836	0.08302956007
837	0.08294124358
838	0.08286724072
839	0.08278643102
840	0.0827103687
841	0.08267367538
842	0.08249089121
843	0.08239844442
844	0.08233472533
845	0.08224743407
846	0.08220620253
847	0.08208092627
848	0.08204194688
849	0.08197691603
850	0.08179556445
851	0.08174866375
852	0.08173694237
853	0.08166891681
854	0.0815643739
855	0.08151265231
856	0.08142085498
857	0.08136145037
858	0.08122527633
859	0.08114908736
860	0.08109881257
861	0.08103707923
862	0.08093984559
863	0.08087825096
864	0.08076101378
865	0.08069118756
866	0.0805759149
867	0.080370589
868	0.0803268997
869	0.08017562504
870	0.08006895736
871	0.07999953954
872	0.07995715478
873	0.0798084532
874	0.07976265247
875	0.07970189357
876	0.07960411085
877	0.07953828162
878	0.07944936887
879	0.07938993005
880	0.0793359328
881	0.07924026623
882	0.07917031526
883	0.07905387805
884	0.07902416051
885	0.07893860484
886	0.07888206132
887	0.07884478141
888	0.07880118802
889	0.07876222265
890	0.07861632505
891	0.07855847142
892	0.0785102783
893	0.07842574358
894	0.07835241533
895	0.07825936953
896	0.07816337933
897	0.07808393869
898	0.07803673824
899	0.07797032584
900	0.07784823178
901	0.07777114135
902	0.07770172641
903	0.07766069509
904	0.07761346513
905	0.07753741463
906	0.07742441707
907	0.07734669225
908	0.07727333903
909	0.07724586109
910	0.07718391021
911	0.07709327925
912	0.07696025815
913	0.07691377357
914	0.07679564809
915	0.07671859016
916	0.07666476449
917	0.07662481252
918	0.07653717132
919	0.07649702854
920	0.07642215146
921	0.07636320808
922	0.07629867047
923	0.07622396967
924	0.07618785878
925	0.0761273523
926	0.07604294166
927	0.0759576937
928	0.07588504986
929	0.07582554015
930	0.07574388531
931	0.07568237185
932	0.07563751359
933	0.07555252725
934	0.07551262284
935	0.07544157582
936	0.07535809546
937	0.07529847802
938	0.07526765531
939	0.07520324979
940	0.07514030949
941	0.07507581827
942	0.0749931262
943	0.07494407839
944	0.0748906261
945	0.07472540827
946	0.07465214968
947	0.07462288602
948	0.07456220944
949	0.07451288054
950	0.07438180248
951	0.0742960947
952	0.07421372405
953	0.07414854433
954	0.07409923802
955	0.07403838436
956	0.07399263755
957	0.07393592203
958	0.07383061833
959	0.07376629636
960	0.0737014451
961	0.07366408592
962	0.07359903315
963	0.07353719906
964	0.07349422189
965	0.07340189226
966	0.0733321671
967	0.07318084078
968	0.07311304916
969	0.07304057267
970	0.07298649401
971	0.07290863568
972	0.07285273764
973	0.07279869968
974	0.07266191451
975	0.07260276705
976	0.0725395584
977	0.07247428355
978	0.07235816642
979	0.07229463237
980	0.07222348918
981	0.07212941839
982	0.07210332004
983	0.07203594289
984	0.07188886292
985	0.07181866031
986	0.07172915743
987	0.07165367392
988	0.07156776911
989	0.07151283649
990	0.07143217737
991	0.071397686
992	0.07128641241
993	0.07120465069
994	0.07115195762
995	0.0711101177
996	0.07104114384
997	0.07098707473
998	0.07093596746
999	0.07090401197
