iter	Passed	Remaining
478	2001	2177
479	2005	2172
480	2008	2167
481	2012	2162
482	2016	2158
483	2019	2153
484	2023	2148
485	2026	2143
486	2030	2138
487	2033	2133
488	2038	2129
489	2041	2124
490	2045	2120
491	2048	2115
492	2052	2110
493	2055	2105
494	2060	2102
495	2064	2097
496	2068	2093
497	2071	2088
498	2075	2083
499	2079	2079
500	2083	2075
501	2087	2070
502	2090	2065
503	2094	2061
504	2098	2056
505	2101	2052
506	2105	2047
507	2108	2042
508	2112	2037
509	2116	2033
510	2119	2028
511	2123	2023
512	2127	2019
513	2131	2014
514	2134	2010
515	2138	2005
516	2141	2000
517	2145	1996
518	2149	1991
519	2152	1987
520	2156	1982
521	2159	1977
522	2163	1973
523	2167	1968
524	2170	1964
525	2174	1959
526	2178	1954
527	2181	1950
528	2185	1945
529	2189	1941
530	2193	1937
531	2197	1933
532	2201	1929
533	2205	1925
534	2209	1920
535	2213	1916
536	2216	1911
537	2220	1906
538	2223	1902
539	2227	1897
540	2231	1893
541	2235	1888
542	2238	1884
543	2242	1879
544	2245	1875
545	2249	1870
546	2253	1865
547	2256	1861
548	2260	1856
549	2263	1852
550	2267	1848
551	2271	1843
552	2275	1839
553	2278	1834
554	2282	1830
555	2285	1825
556	2289	1820
557	2293	1816
558	2297	1812
559	2300	1807
560	2304	1803
561	2307	1798
562	2311	1794
563	2315	1789
564	2318	1785
565	2322	1781
566	2327	1777
567	2332	1773
568	2335	1769
569	2339	1764
570	2343	1760
571	2347	1756
572	2350	1751
573	2354	1747
574	2358	1743
575	2362	1738
576	2365	1734
577	2369	1729
578	2372	1725
579	2376	1720
580	2380	1716
581	2383	1711
582	2387	1707
583	2390	1703
584	2394	1698
585	2398	1694
586	2401	1689
587	2405	1685
588	2409	1681
589	2413	1677
590	2417	1673
591	2421	1669
592	2425	1664
593	2429	1660
594	2433	1656
595	2437	1652
596	2441	1648
597	2445	1644
598	2449	1639
599	2454	1636
600	2458	1632
601	2462	1628
602	2466	1623
603	2469	1619
604	2473	1615
605	2477	1610
606	2480	1606
607	2484	1601
608	2487	1597
609	2491	1592
610	2495	1588
611	2498	1584
612	2502	1579
613	2506	1575
614	2509	1571
615	2513	1566
616	2516	1562
617	2520	1557
618	2524	1553
619	2527	1549
620	2531	1544
621	2534	1540
622	2538	1536
623	2542	1531
624	2545	1527
625	2549	1523
626	2553	1518
627	2556	1514
628	2560	1510
629	2564	1505
630	2567	1501
631	2571	1497
632	2575	1493
633	2579	1488
634	2583	1484
635	2587	1480
636	2591	1476
637	2595	1472
638	2599	1468
639	2603	1464
640	2606	1460
641	2610	1455
642	2615	1452
643	2619	1448
644	2623	1443
645	2627	1439
646	2631	1435
647	2635	1431
648	2639	1427
649	2643	1423
650	2648	1419
651	2652	1415
652	2656	1411
653	2660	1407
654	2664	1403
655	2668	1399
656	2672	1395
657	2676	1391
658	2681	1387
659	2685	1383
660	2689	1379
661	2693	1375
662	2698	1371
663	2702	1367
664	2706	1363
665	2711	1359
666	2715	1355
667	2719	1351
668	2723	1347
669	2728	1343
670	2732	1339
671	2736	1335
672	2740	1331
673	2744	1327
674	2748	1323
675	2752	1319
676	2756	1315
677	2761	1311
678	2765	1307
679	2769	1303
680	2773	1299
681	2777	1295
682	2782	1291
683	2785	1287
684	2790	1283
685	2794	1279
686	2798	1274
687	2802	1270
688	2806	1266
689	2810	1262
690	2814	1258
691	2818	1254
692	2822	1250
693	2827	1246
694	2831	1242
695	2835	1238
696	2839	1234
697	2843	1230
698	2847	1226
699	2851	1222
700	2856	1218
701	2861	1214
702	2865	1210
703	2869	1206
704	2873	1202
705	2877	1198
706	2880	1193
707	2884	1189
708	2889	1185
709	2893	1181
710	2897	1177
711	2901	1173
712	2906	1169
713	2910	1165
714	2914	1161
715	2919	1158
716	2923	1154
717	2928	1150
718	2933	1146
719	2937	1142
720	2942	1138
721	2946	1134
722	2950	1130
723	2954	1126
724	2958	1122
725	2962	1117
726	2966	1113
727	2970	1109
728	2974	1105
729	2978	1101
730	2983	1097
731	2987	1093
732	2991	1089
733	2995	1085
734	3000	1081
735	3003	1077
736	3007	1073
737	3011	1069
738	3015	1064
739	3019	1060
740	3022	1056
741	3026	1052
742	3030	1048
743	3034	1044
744	3038	1039
745	3042	1035
746	3046	1031
747	3050	1027
748	3054	1023
749	3057	1019
750	3061	1015
751	3067	1011
752	3070	1007
753	3074	1003
754	3078	999
755	3082	995
756	3086	990
757	3090	986
758	3094	982
759	3098	978
760	3102	974
761	3105	970
762	3109	965
763	3113	961
764	3117	957
765	3121	953
766	3124	949
767	3129	945
768	3132	941
769	3136	936
770	3140	932
771	3144	928
772	3147	924
773	3151	920
774	3155	916
775	3158	911
776	3162	907
777	3166	903
778	3169	899
779	3173	895
780	3176	890
781	3180	886
782	3184	882
783	3187	878
784	3191	874
785	3195	869
786	3198	865
787	3202	861
788	3205	857
789	3209	853
790	3212	848
791	3216	844
792	3219	840
793	3223	836
794	3227	832
795	3230	827
796	3234	823
797	3238	819
798	3241	815
799	3245	811
800	3248	807
801	3252	802
802	3256	798
803	3259	794
804	3263	790
805	3266	786
806	3270	782
807	3273	777
808	3277	773
809	3280	769
810	3284	765
811	3288	761
812	3292	757
813	3295	753
814	3299	748
815	3302	744
816	3306	740
817	3310	736
818	3314	732
819	3317	728
820	3321	724
821	3325	720
822	3329	716
823	3333	711
824	3337	707
825	3341	703
826	3345	699
827	3349	695
828	3355	692
829	3360	688
830	3364	684
831	3368	680
832	3374	676
833	3378	672
834	3382	668
835	3387	664
836	3392	660
837	3396	656
838	3401	652
839	3406	648
840	3411	644
841	3415	640
842	3420	637
843	3425	633
844	3429	629
845	3433	625
846	3437	621
847	3441	616
848	3445	612
849	3449	608
850	3454	604
851	3458	600
852	3462	596
853	3466	592
854	3470	588
855	3473	584
856	3478	580
857	3483	576
858	3487	572
859	3491	568
860	3495	564
861	3499	560
862	3503	556
863	3508	552
864	3512	548
865	3517	544
866	3521	540
867	3525	536
868	3528	531
869	3533	527
870	3536	523
871	3540	519
872	3543	515
873	3547	511
874	3551	507
875	3555	503
876	3558	499
877	3562	495
878	3566	490
879	3570	486
880	3573	482
881	3577	478
882	3580	474
883	3584	470
884	3588	466
885	3591	462
886	3595	458
887	3599	453
888	3603	449
889	3606	445
890	3610	441
891	3614	437
892	3618	433
893	3622	429
894	3626	425
895	3630	421
896	3634	417
897	3637	413
898	3641	409
899	3645	405
900	3649	400
901	3653	396
902	3656	392
903	3660	388
904	3664	384
905	3668	380
906	3671	376
907	3676	372
908	3679	368
909	3683	364
910	3687	360
911	3691	356
912	3695	352
913	3698	348
914	3702	343
915	3706	339
916	3710	335
917	3713	331
918	3717	327
919	3720	323
920	3724	319
921	3728	315
922	3732	311
923	3736	307
924	3740	303
925	3744	299
926	3747	295
927	3751	291
928	3755	287
929	3759	282
930	3763	278
931	3766	274
932	3770	270
933	3775	266
934	3778	262
935	3782	258
936	3786	254
937	3791	250
938	3795	246
939	3799	242
940	3802	238
941	3806	234
942	3810	230
943	3813	226
944	3817	222
945	3821	218
946	3825	214
947	3828	210
948	3832	205
949	3835	201
950	3839	197
951	3842	193
952	3846	189
953	3850	185
954	3853	181
955	3857	177
956	3860	173
957	3864	169
958	3868	165
959	3871	161
960	3875	157
961	3878	153
962	3882	149
963	3886	145
964	3889	141
965	3893	137
966	3896	132
967	3901	128
968	3906	124
969	3910	120
970	3914	116
971	3919	112
972	3923	108
973	3927	104
974	3932	100
975	3936	96
976	3940	92
977	3944	88
978	3949	84
979	3953	80
980	3957	76
981	3961	72
982	3966	68
983	3970	64
984	3975	60
985	3978	56
986	3982	52
987	3986	48
988	3990	44
989	3994	40
990	3998	36
991	4001	32
992	4005	28
993	4009	24
994	4012	20
995	4016	16
996	4020	12
997	4024	8
998	4027	4
999	4031	0
