iter	Logloss
713	0.09482529044
714	0.09471767478
715	0.09464924755
716	0.09453130313
717	0.09445028036
718	0.09431519441
719	0.09424986429
720	0.09414252304
721	0.09404138778
722	0.09391407385
723	0.09384062942
724	0.09377233642
725	0.09370154496
726	0.09361869
727	0.09349976835
728	0.09341519702
729	0.09333169769
730	0.09315838508
731	0.093036529
732	0.09292176556
733	0.09282754113
734	0.09269586026
735	0.09262048308
736	0.09254166153
737	0.09243856646
738	0.09231864473
739	0.0921779646
740	0.09207677107
741	0.0919853803
742	0.09190428266
743	0.09176654216
744	0.09167924937
745	0.09159268188
746	0.09152925917
747	0.09147069855
748	0.09141703619
749	0.09135003506
750	0.0912864267
751	0.09117148397
752	0.09104540192
753	0.09096160247
754	0.09088246789
755	0.0908168259
756	0.09075280111
757	0.090684297
758	0.09058143581
759	0.09053435479
760	0.09045371673
761	0.0903099775
762	0.09022689704
763	0.09003692041
764	0.08990068374
765	0.08985868516
766	0.08978261152
767	0.08961250467
768	0.08955096054
769	0.08946316906
770	0.08934706876
771	0.08926376274
772	0.08921169763
773	0.08912374144
774	0.08895530872
775	0.08883474225
776	0.08876747314
777	0.08868612992
778	0.08863383925
779	0.08849619148
780	0.08841063741
781	0.08830837732
782	0.08820211584
783	0.08808244924
784	0.08801561718
785	0.08795097153
786	0.08784536367
787	0.08776513829
788	0.0877227239
789	0.08767497475
790	0.08761853113
791	0.08757568679
792	0.08750838346
793	0.08739021329
794	0.08720123642
795	0.08705234693
796	0.08693006385
797	0.08686635497
798	0.0867284817
799	0.08666507534
800	0.08657506605
801	0.08647590528
802	0.08640324405
803	0.08628748421
804	0.08622095245
805	0.08612981467
806	0.08604065181
807	0.08593774491
808	0.0859200223
809	0.08566019501
810	0.08559248518
811	0.085473823
812	0.0853671069
813	0.0852988248
814	0.08528025417
815	0.0851928968
816	0.0851371011
817	0.08509697957
818	0.08502123169
819	0.08480493664
820	0.08474376052
821	0.08462399769
822	0.084570859
823	0.08446343615
824	0.0844050637
825	0.08424602644
826	0.0841032382
827	0.08409130533
828	0.08398498932
829	0.08390483428
830	0.08370621416
831	0.08351626096
832	0.08339762596
833	0.08332715781
834	0.08318825717
835	0.08312872457
836	0.08305136346
837	0.08299071786
838	0.08293966543
839	0.082772368
840	0.08270088693
841	0.08263617407
842	0.08253630668
843	0.08247584427
844	0.08236066864
845	0.08230174007
846	0.08223272857
847	0.08206468963
848	0.08191303191
849	0.08175838327
850	0.08162731855
851	0.08154773994
852	0.08149022352
853	0.08139553474
854	0.08132764953
855	0.08127747243
856	0.08113084421
857	0.08103190056
858	0.08095077666
859	0.08087755149
860	0.08083675994
861	0.08077067668
862	0.08068638374
863	0.08062997189
864	0.08052674374
865	0.08049087463
866	0.08042911063
867	0.08036191736
868	0.08032582721
869	0.08022874966
870	0.08014797007
871	0.08010178524
872	0.080028525
873	0.07997063868
874	0.07992123021
875	0.07977233092
876	0.07970880317
877	0.07958825097
878	0.07948808566
879	0.07942801636
880	0.07939266595
881	0.07932588543
882	0.07924420365
883	0.07912930836
884	0.07906972508
885	0.07896961266
886	0.07890859575
887	0.07886488226
888	0.07878216932
889	0.07873078623
890	0.07860003326
891	0.07846125816
892	0.07839056237
893	0.07833431131
894	0.07819658538
895	0.07814343701
896	0.07807090383
897	0.07793719906
898	0.07789226362
899	0.07784010461
900	0.07771998229
901	0.07756259879
902	0.07752744934
903	0.07745370369
904	0.0774053827
905	0.07734394637
906	0.07725376367
907	0.07712377076
908	0.0770803727
909	0.07689719855
910	0.0767808168
911	0.07670539034
912	0.07665303161
913	0.07653880309
914	0.07648864968
915	0.07642866246
916	0.07635960346
917	0.07632351038
918	0.07620262347
919	0.07609587762
920	0.07604808061
921	0.07594132509
922	0.0758761376
923	0.07579513165
924	0.07573880329
925	0.07565523253
926	0.07552996337
927	0.07549939217
928	0.07541432619
929	0.07537224522
930	0.07532036877
931	0.07527865219
932	0.07520735585
933	0.07515247985
934	0.0750687481
935	0.07500833204
936	0.07489232503
937	0.07484100419
938	0.07478954158
939	0.0747184205
940	0.07466195208
941	0.0745943837
942	0.07454955103
943	0.07449468966
944	0.07442473973
945	0.07438200686
946	0.07427112319
947	0.07422301405
948	0.07413001875
949	0.07408507596
950	0.07403325588
951	0.07397806029
952	0.07388194639
953	0.07381872084
954	0.07369968294
955	0.07360324664
956	0.07356859833
957	0.07348746317
958	0.0734467608
959	0.07338134395
960	0.07335005143
961	0.07328525489
962	0.07324000097
963	0.07317101665
964	0.07311307952
965	0.07307662841
966	0.07304412691
967	0.07298998576
968	0.07292786734
969	0.07282521795
970	0.0727679353
971	0.07269122873
972	0.07266024741
973	0.07258671557
974	0.07251874357
975	0.07242791821
976	0.07237086088
977	0.07232217262
978	0.07226081556
979	0.07218871625
980	0.07212568015
981	0.07207220706
982	0.07200817278
983	0.07193063276
984	0.07188253874
985	0.07184943773
986	0.0717946713
987	0.07174031095
988	0.07165619271
989	0.07155773667
990	0.07147656381
991	0.071437183
992	0.07134909587
993	0.07127964628
994	0.07120500107
995	0.07118064718
996	0.07112393618
997	0.07105070819
998	0.07092327551
999	0.07086650355
